1	4
1	7
1	10
1	13
1	14
1	17
1	18
1	21
1	22
1	23
1	24
1	27
1	33
1	35
1	36
1	38
1	40
1	42
1	43
1	46
1	49
1	50
1	54
1	55
1	64
1	73
1	74
1	76
1	87
1	88
1	91
1	92
1	93
1	99
1	104
1	107
1	114
1	126
1	131
1	137
1	138
1	140
1	142
1	143
1	145
1	148
1	151
1	155
1	162
1	163
1	164
1	168
1	171
1	172
1	175
1	178
1	179
1	180
1	181
1	189
1	190
1	191
1	192
1	200
1	201
1	205
1	214
1	218
1	220
1	222
1	231
1	235
1	240
1	248
1	252
1	253
1	258
1	261
1	271
1	274
1	276
1	280
1	286
1	293
1	298
1	300
1	301
1	304
1	305
1	312
1	313
1	315
1	324
1	327
1	336
1	337
1	340
1	342
1	343
1	345
1	348
1	349
1	351
1	354
1	357
1	358
1	362
1	363
1	371
1	372
1	378
1	379
1	380
1	396
1	397
1	402
1	404
1	405
1	411
1	413
1	414
1	418
1	420
1	423
1	425
1	429
1	434
1	436
1	451
1	455
1	460
1	462
1	466
1	476
1	480
1	484
1	487
1	488
1	490
1	494
1	506
1	507
1	514
1	515
1	516
1	518
1	521
1	524
1	525
1	527
1	529
1	533
1	537
1	539
1	544
1	546
1	549
1	554
1	558
1	560
1	562
1	567
1	570
1	571
1	572
1	573
1	574
1	575
1	580
1	582
1	583
1	585
1	587
1	606
1	612
1	614
1	620
1	621
1	625
1	628
1	629
1	633
1	634
1	635
1	638
1	640
1	660
1	665
1	667
1	673
1	676
1	685
1	696
1	701
1	713
1	715
1	718
1	719
1	725
1	730
1	731
1	734
1	744
1	745
1	746
1	748
1	749
1	757
1	759
1	763
1	769
1	774
1	777
1	794
1	810
1	811
1	818
1	819
1	824
1	830
1	831
1	835
1	837
1	846
1	854
1	865
1	875
1	876
1	879
1	883
1	885
1	888
1	890
1	892
1	895
1	909
1	919
1	920
1	923
1	924
1	930
1	937
1	950
1	952
1	953
1	959
1	965
1	966
1	980
1	981
1	983
1	987
1	989
1	996
1	1004
1	1007
1	1023
1	1025
1	1031
1	1032
1	1034
1	1035
1	1039
1	1043
1	1046
1	1049
1	1050
1	1053
1	1058
1	1060
1	1067
1	1069
1	1070
1	1087
1	1088
1	1094
1	1099
1	1101
1	1104
1	1118
1	1124
1	1125
1	1135
1	1137
1	1140
1	1142
1	1144
1	1145
1	1149
1	1154
1	1156
1	1159
1	1164
1	1165
1	1170
1	1171
1	1183
1	1197
1	1205
1	1207
1	1210
1	1215
1	1219
1	1221
1	1222
1	1227
1	1237
1	1247
1	1248
1	1254
1	1263
1	1265
1	1271
1	1272
1	1276
1	1281
1	1293
1	1305
1	1315
1	1318
1	1319
1	1320
1	1328
1	1330
1	1334
1	1350
1	1356
1	1358
1	1360
1	1366
1	1369
1	1382
1	1387
1	1395
1	1400
1	1409
1	1415
1	1417
1	1420
1	1422
1	1426
1	1428
1	1432
1	1438
1	1439
1	1440
1	1442
1	1447
1	1451
1	1460
1	1462
1	1464
1	1467
1	1475
1	1476
1	1486
1	1487
1	1489
1	1490
1	1491
1	1495
1	1497
1	1501
1	1504
1	1506
1	1511
1	1520
1	1531
1	1556
1	1558
1	1563
1	1574
1	1596
1	1601
1	1610
1	1614
1	1637
1	1650
1	1651
1	1655
1	1658
1	1660
1	1663
1	1666
1	1667
1	1679
1	1683
1	1684
1	1688
1	1689
1	1690
1	1702
1	1706
1	1710
1	1721
1	1729
1	1730
1	1739
1	1745
1	1746
1	1747
1	1753
1	1755
1	1762
1	1764
1	1770
1	1771
1	1786
1	1787
1	1794
1	1796
1	1798
1	1803
1	1812
1	1813
1	1823
1	1828
1	1829
1	1832
1	1840
1	1842
1	1845
1	1851
1	1853
1	1855
2	10
2	36
2	43
2	67
2	151
2	156
2	162
2	183
2	188
2	211
2	257
2	275
2	294
2	374
2	386
2	442
2	451
2	473
2	715
2	793
