Authors	Record Count	% of 1,870
Oliver V	1	0.053
Olsson A	1	0.053
Olsson H	1	0.053
Olwig M	1	0.053
Onari H	1	0.053
Ono H	1	0.053
Onorati T	1	0.053
Orouskhani Y	1	0.053
Ortiz-gaona RM	1	0.053
Ortiz-pelaez A	1	0.053
Ortuno-ortin I	1	0.053
Osmetti SA	1	0.053
Ossorio PN	1	0.053
Ostendort S	1	0.053
Oswald L	1	0.053
Otero-hermida P	1	0.053
Otis B	1	0.053
Otiso L	1	0.053
Ouellet M	1	0.053
Overgoor J	1	0.053
Oza A	1	0.053
Ozaita J	1	0.053
Ozer GT	1	0.053
Ozman M	1	0.053
Oztas N	1	0.053
Oztekin B	1	0.053
Ocelík P	1	0.053
Pachucki M	1	0.053
Pachucki MA	1	0.053
Paczuski M	1	0.053
Pagano S	1	0.053
Page AE	1	0.053
Page RA	1	0.053
Paglieri F	1	0.053
Pajnik M	1	0.053
Pal SK	1	0.053
Palla G	1	0.053
Pallotti F	1	0.053
Palma-ardiles G	1	0.053
Palmer N	1	0.053
Paluch R	1	0.053
Pan J	1	0.053
Pan ML	1	0.053
Pan QQ	1	0.053
Pan YT	1	0.053
Pan ZG	1	0.053
Panahi M	1	0.053
Panahi S	1	0.053
Panebianco F	1	0.053
Panenka WJ	1	0.053
Panfilova AS	1	0.053
Pang H	1	0.053
Pang HY	1	0.053
Panizza F	1	0.053
Panizzi E	1	0.053
Pansanel J	1	0.053
Pansanella V	1	0.053
Paolotti D	1	0.053
Papachristos A	1	0.053
Papandonatos GD	1	0.053
Papendick R	1	0.053
Paredes-yauri S	1	0.053
Pareschi L	1	0.053
Parigi P	1	0.053
Park CS	1	0.053
Park J	1	0.053
Park JH	1	0.053
Park KA	1	0.053
Park KS	1	0.053
Park PS	1	0.053
Park T	1	0.053
Parks AD	1	0.053
Parnell D	1	0.053
Parra D	1	0.053
Parry D	1	0.053
Parsons JT	1	0.053
Partain LPB	1	0.053
Pascual U	1	0.053
Pascual-leone A	1	0.053
Pasquaretta C	1	0.053
Passy F	1	0.053
Pasternak K	1	0.053
Pastor-satorras R	1	0.053
Pasumarthy R	1	0.053
Patel V	1	0.053
Patkin Y	1	0.053
Patterson EM	1	0.053
Patulny R	1	0.053
Pavan E	1	0.053
Pavel AB	1	0.053
Pavlidis A	1	0.053
Paxton P	1	0.053
Paz-soldan V	1	0.053
Pearson JL	1	0.053
Pedersen T	1	0.053
Peeples MA	1	0.053
Pei X	1	0.053
Pekuri LM	1	0.053
Pelled A	1	0.053
Pemantle R	1	0.053
Peng CL	1	0.053
Peng J	1	0.053
Peng SL	1	0.053
Peng SY	1	0.053
Peng YQ	1	0.053
Pennycook G	1	0.053
Penta M	1	0.053
Pereda M	1	0.053
Perego A	1	0.053
Pereira D	1	0.053
Peretz R	1	0.053
Perez-escamilla R	1	0.053
Perez-oviedo W	1	0.053
Perez-portillo A	1	0.053
Perini L	1	0.053
Perony N	1	0.053
Perra N	1	0.053
Perroux M	1	0.053
Perrucci R	1	0.053
Persily N	1	0.053
Peruani F	1	0.053
Pescetelli N	1	0.053
Petersen M	1	0.053
Peterson L	1	0.053
Pethes R	1	0.053
Petit O	1	0.053
Petrocchi M	1	0.053
Petrova M	1	0.053
Petruzzella F	1	0.053
Pfetsch B	1	0.053
Phan TQ	1	0.053
Phillips DJ	1	0.053
Phillips G	1	0.053
Phillips RH	1	0.053
Pi DC	1	0.053
Pias KE	1	0.053
Picard T	1	0.053
Piccardi C	1	0.053
Picciolo F	1	0.053
Pick E	1	0.053
Pickering PM	1	0.053
Pignolet YA	1	0.053
Pike TW	1	0.053
Pilarowski G	1	0.053
Pilditch T	1	0.053
Pilditch TD	1	0.053
Pillemer K	1	0.053
Pilnacek M	1	0.053
Pinheiro FL	1	0.053
Pink S	1	0.053
Pinter-wollman N	1	0.053
Pinto-carral A	1	0.053
Piraveenan M	1	0.053
Pitchford JW	1	0.053
Pittman J	1	0.053
Piveteau A	1	0.053
Platero RL	1	0.053
Plenty S	1	0.053
Podobnik B	1	0.053
Podobnik V	1	0.053
Podolny JM	1	0.053
Pogorelov K	1	0.053
Pollet TV	1	0.053
Pond SLK	1	0.053
Pontil M	1	0.053
Poon AFY	1	0.053
Popelier L	1	0.053
Popescu VD	1	0.053
Popielarz PA	1	0.053
Porphyre T	1	0.053
Pospech P	1	0.053
Postigo-boix M	1	0.053
Potterat JJ	1	0.053
Power EA	1	0.053
Prabhakaran V	1	0.053
Pratelli M	1	0.053
Prechsl S	1	0.053
Preciado P	1	0.053
Prell C	1	0.053
Priante A	1	0.053
Priebe CE	1	0.053
Prinsen F	1	0.053
Prinster D	1	0.053
Pritchard AJ	1	0.053
Prosperi M	1	0.053
Pruessner G	1	0.053
Pruneski K	1	0.053
Psylla I	1	0.053
Pullen E	1	0.053
Pullman J	1	0.053
Puma MJ	1	0.053
Puri P	1	0.053
Palacios-gálvez MS	1	0.053
Palacios-marqués D	1	0.053
Pedroza-gutiérrez C	1	0.053
Pelé M	1	0.053
Pena-lópez A	1	0.053
Pléh C	1	0.053
Podgórski T	1	0.053
Pérez MP	1	0.053
Pérez-manrique A	1	0.053
Pérez-ortiz M	1	0.053
Périssé A	1	0.053
Qi YR	1	0.053
Qian AM	1	0.053
Qian YN	1	0.053
Qin XJ	1	0.053
Qin ZG	1	0.053
Qinxu X	1	0.053
Qiu CC	1	0.053
Qiu HJ	1	0.053
Qiu L	1	0.053
Qiu LR	1	0.053
Qiu XG	1	0.053
Qiu XY	1	0.053
Qu H	1	0.053
Qu S	1	0.053
Qu TY	1	0.053
Qu WJ	1	0.053
Qu Y	1	0.053
Quadri C	1	0.053
Quan MA	1	0.053
Quercia D	1	0.053
Quesada FJM	1	0.053
Quinn RW	1	0.053
Quinn SC	1	0.053
Quiroga-sánchez E	1	0.053
Raab J	1	0.053
Raban DR	1	0.053
Rabb N	1	0.053
Rabbat M	1	0.053
Radersma R	1	0.053
Radford AN	1	0.053
Radhakrishnan S	1	0.053
Radicioni T	1	0.053
Radisch E	1	0.053
Radl M	1	0.053
Raes N	1	0.053
Ragozini G	1	0.053
Rahimian MA	1	0.053
Rahwan T	1	0.053
Raj C	1	0.053
Rajabi A	1	0.053
Rajesh T	1	0.053
Ralph LJ	1	0.053
Ram R	1	0.053
Ramazi P	1	0.053
Rambaran JA	1	0.053
Ramirez HG	1	0.053
Ramirez-paredes J	1	0.053
Rand W	1	0.053
Randolph RV	1	0.053
Rangaiah B	1	0.053
Rao JM	1	0.053
Rao UP	1	0.053
Rasmussen K	1	0.053
Rasool A	1	0.053
Rathje S	1	0.053
Rathnayake C	1	0.053
Rauf A	1	0.053
Rauhut H	1	0.053
Raul SK	1	0.053
Ravid G	1	0.053
Razafindrakoto M	1	0.053
Razik I	1	0.053
Read GL	1	0.053
Read JG	1	0.053
Ready E	1	0.053
Reagans RE	1	0.053
Reber U	1	0.053
Rebien M	1	0.053
Reddy SK	1	0.053
Redhead D	1	0.053
Reed-tsochas F	1	0.053
Rees G	1	0.053
Refaeli T	1	0.053
Rego N	1	0.053
Rehbein M	1	0.053
Reichert BE	1	0.053
Reid SE	1	0.053
Reifler J	1	0.053
Reiter F	1	0.053
Ren JD	1	0.053
Ren LD	1	0.053
Ren M	1	0.053
Ren ZM	1	0.053
Rennell J	1	0.053
Reynolds J	1	0.053
Rezaee A	1	0.053
Rezek I	1	0.053
Rezvanian A	1	0.053
Rhee M	1	0.053
Rhoads D	1	0.053
Ribeiro S	1	0.053
Rice LL	1	0.053
Rice NM	1	0.053
Richardson KE	1	0.053
Richardson L	1	0.053
Riddell P	1	0.053
Rideout BA	1	0.053
Riedl C	1	0.053
Rienties B	1	0.053
Riese JM	1	0.053
Rigaud S	1	0.053
Rigo LC	1	0.053
Riley EP	1	0.053
Riley LW	1	0.053
Rio-belver RM	1	0.053
Ripperger SP	1	0.053
Risau-gusman S	1	0.053
Ritter FE	1	0.053
Rivas-drake D	1	0.053
Rivera MT	1	0.053
Rivera-villegas A	1	0.053
Rivero A	1	0.053
Rivers C	1	0.053
Riza R	1	0.053
Robalino JD	1	0.053
Robbins B	1	0.053
Robert-cooperman C	1	0.053
Roberts A	1	0.053
Roberts J	1	0.053
Roberts SGB	1	0.053
Roberts SJ	1	0.053
Robineau O	1	0.053
Robinson L	1	0.053
Robles-granda P	1	0.053
Roch S	1	0.053
Roche DP	1	0.053
Rodionov A	1	0.053
Rodionova K	1	0.053
Rodrigo P	1	0.053
Rodriguez JMC	1	0.053
Rodriguez JT	1	0.053
Roger F	1	0.053
Rogers A	1	0.053
Rohe K	1	0.053
Rohman N	1	0.053
Rojas F	1	0.053
Rojas JP	1	0.053
Rojas S	1	0.053
Rojer G	1	0.053
Rojer G JR	1	0.053
Rolls DA	1	0.053
Ronchi D	1	0.053
Rong ZH	1	0.053
Roozenbeek J	1	0.053
Rosa A	1	0.053
Rosas LG	1	0.053
Rose PE	1	0.053
Rosenthal D	1	0.053
Ross CT	1	0.053
Rossetti G	1	0.053
Rossi G	1	0.053
Rossi GP	1	0.053
Rost K	1	0.053
Rosvall M	1	0.053
Roth AM	1	0.053
Rothenberg RB	1	0.053
Rotheram-borus MJ	1	0.053
Rotondi M	1	0.053
Roubaud F	1	0.053
Rouchier J	1	0.053
Rouli J	1	0.053
Rousu M	1	0.053
Rout RR	1	0.053
Roux DJ	1	0.053
Rovira-asenjo N	1	0.053
Rowe I	1	0.053
Rowell LN	1	0.053
Rozer J	1	0.053
Rozylowicz L	1	0.053
Rua L	1	0.053
Ruan DC	1	0.053
Ruan G	1	0.053
Ruan T	1	0.053
Ruan ZY	1	0.053
Rubaidi	1	0.053
Rubineau B	1	0.053
Rubio L	1	0.053
Rubio MA	1	0.053
Rudas S	1	0.053
Rudi J	1	0.053
Rui XQ	1	0.053
Ruiz G	1	0.053
Rungo P	1	0.053
Rupert DJ	1	0.053
Ruppert N	1	0.053
Russo V	1	0.053
Ruston A	1	0.053
Rutherford AR	1	0.053
Ruttenberg BE	1	0.053
Rutter T	1	0.053
Rutz C	1	0.053
Ryan L	1	0.053
Ryder TB	1	0.053
Rydzak F	1	0.053
Rykov Y	1	0.053
Ryu OH	1	0.053
Ramírez-márquez J	1	0.053
Rico-chávez O	1	0.053
Rincón AG	1	0.053
Rodríguez-canovas B	1	0.053
Rodríguez-pascual I	1	0.053
Roig-dobón S	1	0.053
Ruiz-garcía M	1	0.053
Ruiz-martínez M	1	0.053
Rácz A	1	0.053
Ríos SA	1	0.053
Rödder W	1	0.053
Rözer J	1	0.053
Saberi A	1	0.053
Sabucedo JM	1	0.053
Sacco PL	1	0.053
Sacerdote BI	1	0.053
Sadeghipour M	1	0.053
Saffer AJ	1	0.053
Safran C	1	0.053
Safren S	1	0.053
Sailer K	1	0.053
Sainio M	1	0.053
Sakaki T	1	0.053
Sakata I	1	0.053
Sakellariou R	1	0.053
Salaff J	1	0.053
Salali GD	1	0.053
Salas E	1	0.053
Salbanya B	1	0.053
Saleh RH	1	0.053
Sales-pardo M	1	0.053
Salganik MJ	1	0.053
Salgueiro-otero D	1	0.053
Salikutluk Z	1	0.053
Sallaberry A	1	0.053
Salmivalli C	1	0.053
Salomon JA	1	0.053
Salter-townshend M	1	0.053
Saltz JB	1	0.053
Samaras CV	1	0.053
Samford S	1	0.053
Samoggia A	1	0.053
San Miguel M	1	0.053
Sanchez A	1	0.053
Sanchez-ante G	1	0.053
Sanchez-franco S	1	0.053
Sandberg J	1	0.053
Sanderson MW	1	0.053
Sanderson Z	1	0.053
Sanford J	1	0.053
Sang Y	1	0.053
Sangi AR	1	0.053
Sanigorski A	1	0.053
Sano Y	1	0.053
Santamaria CA	1	0.053
Santana J	1	0.053
Santoni D	1	0.053
Santos FP	1	0.053
Sanz F	1	0.053
Saqr M	1	0.053
Saraf Y	1	0.053
Sarracino F	1	0.053
Sarvary M	1	0.053
Sathanur A	1	0.053
Sato N	1	0.053
Savage D	1	0.053
Savage M	1	0.053
Sawyer KR	1	0.053
Sbeity I	1	0.053
Sbicca J	1	0.053
Scandura M	1	0.053
Scellato S	1	0.053
Schauber EM	1	0.053
Scheffler K	1	0.053
Schein B	1	0.053
Scheufele DA	1	0.053
Scheutz M	1	0.053
Schick A	1	0.053
Schifanella R	1	0.053
Schiffauerova A	1	0.053
Schlegel J	1	0.053
Schleussner CF	1	0.053
Schmid P	1	0.053
Schmid S	1	0.053
Schmid-petri H	1	0.053
Schmidt AJ	1	0.053
Schnegg M	1	0.053
Schneider PJ	1	0.053
Schnettler S	1	0.053
Schnoell AV	1	0.053
Schnyder G	1	0.053
Schoen C	1	0.053
Schofield D	1	0.053
Scholten H	1	0.053
Scholz RW	1	0.053
Scholz SM	1	0.053
Schradie J	1	0.053
Schroeder DT	1	0.053
Schuchard RJ	1	0.053
Schuhmacher N	1	0.053
Schumm P	1	0.053
Schuster AM	1	0.053
Schwartz SL	1	0.053
Schwartz-chassidim H	1	0.053
Schwarz AA	1	0.053
Schwarzenbach A	1	0.053
Schwegmann K	1	0.053
Schweiger L	1	0.053
Schweinberger SR	1	0.053
Schwenk OG	1	0.053
Sciberras J	1	0.053
Scott TW	1	0.053
Seelisch A	1	0.053
Seidl D	1	0.053
Seim D	1	0.053
Sela A	1	0.053
Selden M	1	0.053
Semeraro A	1	0.053
Semingson PL	1	0.053
Semivolos A	1	0.053
Sener B	1	0.053
Sengupta A	1	0.053
Seong S	1	0.053
Serafino M	1	0.053
Serino M	1	0.053
Serrano F	1	0.053
Serrano I	1	0.053
Sessions LF	1	0.053
Sethjiwala A	1	0.053
Seyedin S	1	0.053
Shabur MA	1	0.053
Shackley MS	1	0.053
Shahal S	1	0.053
Shahzad K	1	0.053
Shakya HB	1	0.053
Shalizi CR	1	0.053
Shan FC	1	0.053
Shao P	1	0.053
Shao SQ	1	0.053
Shapira D	1	0.053
Shapiro RB	1	0.053
Shariatpanahi SP	1	0.053
Sharifi H	1	0.053
Sharova MV	1	0.053
Sharp M	1	0.053
Sharpe PA	1	0.053
Shaw AK	1	0.053
Shawe-taylor J	1	0.053
She YW	1	0.053
Shearer JC	1	0.053
Shelley GA	1	0.053
Shen HZ	1	0.053
Shen J	1	0.053
Shen MH	1	0.053
Sheng DF	1	0.053
Sheng SY	1	0.053
Shenk A	1	0.053
Shepherd HR	1	0.053
Sherman CW	1	0.053
Shevtsov A	1	0.053
Shi BY	1	0.053
Shi F	1	0.053
Shi JW	1	0.053
Shi RL	1	0.053
Shi T	1	0.053
Shi XL	1	0.053
Shi YR	1	0.053
Shih CL	1	0.053
Shimizu S	1	0.053
Shimoji H	1	0.053
Shin E	1	0.053
Shin EK	1	0.053
Shin H	1	0.053
Shin SG	1	0.053
Shirazi A	1	0.053
Shirazi AS	1	0.053
Shirzadian P	1	0.053
Shmueli E	1	0.053
Shniderman E	1	0.053
Shoham DA	1	0.053
Shore J	1	0.053
Shrader CH	1	0.053
Shrestha P	1	0.053
Shridhar SV	1	0.053
Shu SH	1	0.053
Shulman H	1	0.053
Sibony I	1	0.053
Sicilia MA	1	0.053
Siciliano MD	1	0.053
Siddiki R	1	0.053
Siebeneck LK	1	0.053
Sieving KE	1	0.053
Siew CSQ	1	0.053
Sigler T	1	0.053
Sigman M	1	0.053
Sikder O	1	0.053
Silk MJ	1	0.053
Silva JN	1	0.053
Silvano P	1	0.053
Silver C	1	0.053
Silvey R	1	0.053
Silvis A	1	0.053
Simon M	1	0.053
Simonovska A	1	0.053
Simpson JL	1	0.053
Simpson SA	1	0.053
Simsek O	1	0.053
Singer P	1	0.053
Singh LO	1	0.053
Singh MS	1	0.053
Singh P	1	0.053
Sinyavskaya Y	1	0.053
Sinyavskaya YE	1	0.053
Sirianni A	1	0.053
Sirianni AD	1	0.053
Sitar-taut DA	1	0.053
Siu C	1	0.053
Skerlavaj M	1	0.053
Skilton PF	1	0.053
Skyrms B	1	0.053
Slanina F	1	0.053
Slater LT	1	0.053
Sloman SJ	1	0.053
Smailovic V	1	0.053
Smaldino PE	1	0.053
Small ML	1	0.053
Smead R	1	0.053
Smeets R	1	0.053
Smirnov I	1	0.053
Smirnova O	1	0.053
Smith BG	1	0.053
Smith C	1	0.053
Smith CM	1	0.053
Smith ER	1	0.053
Smith G	1	0.053
Smith J	1	0.053
Smith KP	1	0.053
Smith L	1	0.053
Smith M	1	0.053
Smith RE	1	0.053
Smith TS	1	0.053
Smolla M	1	0.053
Smollich M	1	0.053
Smoreda Z	1	0.053
Snijders T	1	0.053
Sobol M	1	0.053
Soderstrom SB	1	0.053
Sodini M	1	0.053
Sohn Y	1	0.053
Sohrabi MK	1	0.053
Somayajulu DVLN	1	0.053
Sommer E	1	0.053
Son MO	1	0.053
Song CM	1	0.053
Song T	1	0.053
Song YY	1	0.053
Songhori MJ	1	0.053
Sonnichsen L	1	0.053
Soon C	1	0.053
Sornette D	1	0.053
Sorrentino F	1	0.053
Sosa S	1	0.053
Soto DW	1	0.053
Soundarajan S	1	0.053
Specht K	1	0.053
Spiliotopoulos D	1	0.053
Spiro ES	1	0.053
Squartini T	1	0.053
Squires D	1	0.053
Sreenivasan S	1	0.053
St Charles J	1	0.053
St Clair JJH	1	0.053
St-pierre CG	1	0.053
Stacey B	1	0.053
Stack JC	1	0.053
Stainback M	1	0.053
Stam CJ	1	0.053
Starfield R	1	0.053
Stark D	1	0.053
Stark S	1	0.053
Stark TH	1	0.053
Starkey L	1	0.053
Stasi A	1	0.053
State B	1	0.053
Stattin H	1	0.053
Stauffer D	1	0.053
Stea D	1	0.053
Steel D	1	0.053
Stefkovics A	1	0.053
Steiger DM	1	0.053
Steijvers LC	1	0.053
Stein DL	1	0.053
Steinert-threlkeld ZC	1	0.053
Steinfield C	1	0.053
Steketee M	1	0.053
Stella M	1	0.053
Stephenson R	1	0.053
Stetka V	1	0.053
Stevens GT	1	0.053
Stevens M	1	0.053
Stewart AJ	1	0.053
Stewart J	1	0.053
Stewart M	1	0.053
Stijnen MM	1	0.053
Stilo G	1	0.053
Stivala A	1	0.053
Stocker R	1	0.053
Stoddard ST	1	0.053
Stoica AA	1	0.053
Stoisor-olsson L	1	0.053
Stokman FN	1	0.053
Stollberger J	1	0.053
Stoloff JA	1	0.053
Stoof H	1	0.053
Stovel K	1	0.053
Stowell D	1	0.053
Strandburg-peshkin A	1	0.053
Strassmann A	1	0.053
Strathdee SA	1	0.053
Strods J	1	0.053
Stroebel J	1	0.053
Strolovitch DZ	1	0.053
Stroud PD	1	0.053
Su JF	1	0.053
Su Q	1	0.053
Su X	1	0.053
Su YX	1	0.053
Suanet B	1	0.053
Suarez EA	1	0.053
Suchecki K	1	0.053
Suesse T	1	0.053
Suh CS	1	0.053
Suitor J	1	0.053
Suitor JJ	1	0.053
Sulik A	1	0.053
Sullivan HW	1	0.053
Sun CH	1	0.053
Sun FQ	1	0.053
Sun GQ	1	0.053
Sun JY	1	0.053
Sun TS	1	0.053
Sun XH	1	0.053
Sun XY	1	0.053
Sun YH	1	0.053
Sun YQ	1	0.053
Sun ZJ	1	0.053
Sundararajan A	1	0.053
Sundaresan SR	1	0.053
Sundberg M	1	0.053
Sunga J	1	0.053
Suo SG	1	0.053
Sutcliffe A	1	0.053
Suthers DD	1	0.053
Sutter M	1	0.053
Sutton J	1	0.053
Suvakov M	1	0.053
Suzuki T	1	0.053
Sverrisson A	1	0.053
Sweet T	1	0.053
Sweitzer M	1	0.053
Swinburn B	1	0.053
Swire-thompson B	1	0.053
Sydoriak SJ	1	0.053
Sylvester A	1	0.053
Syverson C	1	0.053
Szalay KZ	1	0.053
Szekeres G	1	0.053
Szell M	1	0.053
Szewach P	1	0.053
Szulecka M	1	0.053
Salathé M	1	0.053
Salaverría R	1	0.053
Sangüesa R	1	0.053
Sarämaki J	1	0.053
Schlögl S	1	0.053
Schmläzle R	1	0.053
Schröder M	1	0.053
Schröter B	1	0.053
Sedová K	1	0.053
Slavík L	1	0.053
Smångs M	1	0.053
Soltész P	1	0.053
Solé Ribalta A	1	0.053
Solís-visscher R	1	0.053
Stehlé J	1	0.053
Stöckli S	1	0.053
Suzán G	1	0.053
Szabó G	1	0.053
Szüle J	1	0.053
Sánchez EQ	1	0.053
Sánchez-cabezudo SS	1	0.053
Sánchez-gardey G	1	0.053
Sîrbu A	1	0.053
Taba ST	1	0.053
Tabery P	1	0.053
Taboada-villamarin A	1	0.053
Tabor W	1	0.053
Tabourier L	1	0.053
Tacchi J	1	0.053
Tadic B	1	0.053
Takada T	1	0.053
Takano M	1	0.053
Takayasu H	1	0.053
Takayasu M	1	0.053
Takeishi N	1	0.053
Tal-or N	1	0.053
Talaga S	1	0.053
Talpur BA	1	0.053
Tamam E	1	0.053
Tan CF	1	0.053
Tan QY	1	0.053
Tan QZ	1	0.053
Tang HD	1	0.053
Tang JL	1	0.053
Tang P	1	0.053
Tang ST	1	0.053
Tang WJ	1	0.053
Tang YY	1	0.053
Tantipathananandh C	1	0.053
Tantri F	1	0.053
Tantrum JM	1	0.053
Tao H	1	0.053
Tao XY	1	0.053
Tao ZG	1	0.053
Taraghi AT	1	0.053
Taramasco C	1	0.053
Tarantola C	1	0.053
Targ DB	1	0.053
Tasic J	1	0.053
Tasnina N	1	0.053
Tavana M	1	0.053
Taylor B	1	0.053
Taylor CE	1	0.053
Taylor JE	1	0.053
Taylor M	1	0.053
Taylor R	1	0.053
Taylor SJ	1	0.053
Tayri TMS	1	0.053
Tchier F	1	0.053
Tedre M	1	0.053
Ten Brinke L	1	0.053
Teneyck M	1	0.053
Teng X	1	0.053
Tenscher J	1	0.053
Teodoro R	1	0.053
Tepper SJ	1	0.053
Ter Waarbeek HLG	1	0.053
Terano T	1	0.053
Teresi H	1	0.053
Terroso-saenz F	1	0.053
Tesconi M	1	0.053
Tessone CJ	1	0.053
Thai MT	1	0.053
Thierry B	1	0.053
Thomas AC	1	0.053
Thomas B	1	0.053
Thomas LJ	1	0.053
Thomas M	1	0.053
Thomas PB	1	0.053
Thompson J	1	0.053
Thor N	1	0.053
Thornton A	1	0.053
Thornton AE	1	0.053
Thorson A	1	0.053
Tian H	1	0.053
Tian JZ	1	0.053
Tian MZ	1	0.053
Tian XL	1	0.053
Tian Y	1	0.053
Tian YX	1	0.053
Tiddi B	1	0.053
Timen A	1	0.053
Timme M	1	0.053
Titsworth S	1	0.053
Tobler PN	1	0.053
Toch E	1	0.053
Todd JJ	1	0.053
Toivonen R	1	0.053
Toker S	1	0.053
Tolba A	1	0.053
Tomasevic A	1	0.053
Tombak KJ	1	0.053
Tomlinson CA	1	0.053
Tong DQ	1	0.053
Tong L	1	0.053
Tong LP	1	0.053
Tonkovic Z	1	0.053
Topirceanu A	1	0.053
Torcal M	1	0.053
Toriumi F	1	0.053
Torlo VJ	1	0.053
Torres MP	1	0.053
Tosa MI	1	0.053
Toshniwal D	1	0.053
Toth F	1	0.053
Totterdell P	1	0.053
Townley D	1	0.053
Townsend W	1	0.053
Tran K	1	0.053
Tranmer M	1	0.053
Trattner C	1	0.053
Traulsen A	1	0.053
Triantini ZE	1	0.053
Trincado-munoz FJ	1	0.053
Trotter RT	1	0.053
Trujillo MZ	1	0.053
Tsai TH	1	0.053
Tsakas N	1	0.053
Tsalatsanis A	1	0.053
Tsiaklides M	1	0.053
Tsirulnikov A	1	0.053
Tsui KL	1	0.053
Tsuji K	1	0.053
Tsur O	1	0.053
Tsvetkova M	1	0.053
Tu FJ	1	0.053
Tu HF	1	0.053
Tubaro P	1	0.053
Tucker JS	1	0.053
Tukahebwa EM	1	0.053
Tulier-laiwa V	1	0.053
Tumminello M	1	0.053
Tuna E	1	0.053
Tur EM	1	0.053
Turbic NGB	1	0.053
Turchan B	1	0.053
Turdakov DY	1	0.053
Turner JH	1	0.053
Turner SP	1	0.053
Turnsek T	1	0.053
Turrini P	1	0.053
Twyman M	1	0.053
Tyler CR	1	0.053
Taboada-villamarín A	1	0.053
Takás K	1	0.053
Tarancón A	1	0.053
Thompson-colón T	1	0.053
Ticó MT	1	0.053
Tóth G	1	0.053
Tóth Z	1	0.053
Türk K	1	0.053
Uchida R	1	0.053
Uddin MZ	1	0.053
Udrescu M	1	0.053
Uekermann F	1	0.053
Uitermark J	1	0.053
Ul Hussna A	1	0.053
Ullah F	1	0.053
Ulrey EE	1	0.053
Unger JB	1	0.053
Unoka Z	1	0.053
Useche AF	1	0.053
Utz S	1	0.053
Uyheng J	1	0.053
Uzzi B	1	0.053
Ureña-carrion J	1	0.053
Ureña-carrión J	1	0.053
Vacca R	1	0.053
Vahidipour SM	1	0.053
Vaidya U	1	0.053
Vaisey S	1	0.053
Valdivia JA	1	0.053
Valente M	1	0.053
Valori L	1	0.053
Valtchanov BL	1	0.053
Van Alstyne M	1	0.053
Van De Bunt GG	1	0.053
Van De Leemput I	1	0.053
Van De Meene S	1	0.053
Van De Waal E	1	0.053
Van Den Broek TA	1	0.053
Van Den Ende MWJ	1	0.053
Van Der Laan P	1	0.053
Van Der Maas HLJ	1	0.053
Van Duijn MAJ	1	0.053
Van Elteren C	1	0.053
Van Geert P	1	0.053
Van Kessel G	1	0.053
Van Lieshout J	1	0.053
Van Rooij M	1	0.053
Van Rooy D	1	0.053
Van Rossem R	1	0.053
Van Wijk BCM	1	0.053
Vanderwaal K	1	0.053
Vanderweele TJ	1	0.053
Vanhoutte B	1	0.053
Vantaggiato F	1	0.053
Varda D	1	0.053
Vardaman JM	1	0.053
Varga A	1	0.053
Vargas N	1	0.053
Varol O	1	0.053
Vartiainen H	1	0.053
Vasiljevska J	1	0.053
Vassilev I	1	0.053
Vaughn Z	1	0.053
Vazquez-prokopec GM	1	0.053
Vecchi P	1	0.053
Vedres B	1	0.053
Vega AVR	1	0.053
Velardi P	1	0.053
Velasquez A	1	0.053
Velez D	1	0.053
Velu C	1	0.053
Vengadasubbu M	1	0.053
Ventresca M	1	0.053
Ventriss CL	1	0.053
Vera SV	1	0.053
Verdery A	1	0.053
Verhelst B	1	0.053
Verhelst N	1	0.053
Vettel JM	1	0.053
Vezaldenos V	1	0.053
Vicari S	1	0.053
Vidmer A	1	0.053
Vigil JM	1	0.053
Viguier S	1	0.053
Vilella S	1	0.053
Villalta SI	1	0.053
Vinicius L	1	0.053
Viry G	1	0.053
Vitak J	1	0.053
Vitale P	1	0.053
Vives ML	1	0.053
Vivo P	1	0.053
Vodopivec N	1	0.053
Voelkl B	1	0.053
Voets J	1	0.053
Volfovsky A	1	0.053
Volkema R	1	0.053
Volkovich Y	1	0.053
Von Der Lippe H	1	0.053
Von Sydow M	1	0.053
Vorobeychik Y	1	0.053
Vorsatz M	1	0.053
Vos SK	1	0.053
Vranic A	1	0.053
Vriend NJ	1	0.053
Vriens E	1	0.053
Vu DQ	1	0.053
Van Dülmen C	1	0.053
Viñas C	1	0.053
Vásárhelyi O	1	0.053
Vázquez-casares A	1	0.053
Völker B	1	0.053
Wachs J	1	0.053
Wagemann C	1	0.053
Wagner CS	1	0.053
Waid D	1	0.053
Waldherr A	1	0.053
Walker D	1	0.053
Walker L	1	0.053
Walker S	1	0.053
Wallace AD	1	0.053
Walt G	1	0.053
Walter B	1	0.053
Wang AHE	1	0.053
Wang B	1	0.053
Wang CH	1	0.053
Wang CY	1	0.053
Wang CZ	1	0.053
Wang DJ	1	0.053
Wang DL	1	0.053
Wang DS	1	0.053
Wang FF	1	0.053
Wang FL	1	0.053
Wang FY	1	0.053
Wang GN	1	0.053
Wang HH	1	0.053
Wang HP	1	0.053
Wang HW	1	0.053
Wang HZ	1	0.053
Wang J	1	0.053
Wang JN	1	0.053
Wang K	1	0.053
Wang LM	1	0.053
Wang LN	1	0.053
Wang LS	1	0.053
Wang LZ	1	0.053
Wang PM	1	0.053
Wang QM	1	0.053
Wang QR	1	0.053
Wang R	1	0.053
Wang RAH	1	0.053
